part
사이드스텝(좌)(보수)
견인비
시그날램프(좌)
시그날램프(우)
번호등
뒤휀다(좌)(5도어형)
앞패널(보수)
"백도어(보수,5Dr)"
"앞범퍼 신품가 513,000"
"헤드램프(우) 신품가 1,224,000"
헤드램프(우) 그린수가 50% 청구
앞휀다(우) 그린수가 50%청구
"앞휀다 신품가 557,900"
포그램프(좌)
"앞휀다(우) 신품가 232,400"
앞휀다(우) 그린수가 50% 청구
"도어 (앞우) 신품가 853,100"
도어(앞우) 그린수가 50% 청구
A필라(우)
A필러(우)(보수)
사이드스텝패널Ass'y(우)
사이드스텝패널Ass'y(우)교환
수용성 25% 추가청구
앞휀다(좌)(신품)
도어(앞좌)(신품)
"도어(앞우)(보수,4Dr)"
우)앞휠
리어 범퍼
후론트 도어 몰딩(우)
"도어 아웃사이드 핸들(앞,우)"
"도어 아웃사이드 핸들(뒤,우)"
"도어 트림(앞,우)"
"도어 트림(뒤,우)"
"도어밸트(눈썹)몰딩(앞,우)"
"도어밸트(눈썹)몰딩(뒤,우)"
리어 도어 몰딩(우)
수용성 25% 청구
"뒤범퍼 신품가 947,400"
뒤범퍼 그린수가 50% 그린수가
범퍼하단
범퍼 레일
"머플러 신품가 1,159,500"
머플러 그린수가50% 청구
백패널(보수)수용성
뒤범퍼 하단스포일러
앞패널 그린수가 40%청구
"앞패널 신품가 1,036,000"
휠(앞좌)
앞휀다 금속형몰딩(좌)
엔진크로스멤버(앞)
"소음기 신품가 929,990"
소음기 그린수가 50%청구
"소음기 파이프 신품가 668,090"
소음기 파이프 그린수가50% 청구
"도어 (앞좌) 신품가 1,203,100"
도어 (앞좌) 그린수가 50%청구
"앞범퍼 신품가 704,000"
앞범퍼 그린수가 50%청구 
"헤드램프(우) 신품가 1,540,000"
윈도우필러(우)
루프패널
앞휀다(우)(보수)수용성
윈도우필러(우)(보수)수용성
후론트 휀다 몰딩(좌)
리어 휀다(좌)(연료주입구측)
리어휀다 몰딩(좌)
리어 도어(좌)판금
후론트 도어(좌)판금
리어 휀다(좌)(연료주입구측)판금
수용성 도장 25%추가청구
"도어 (뒤좌) 신품가688,000"
"(좌뒤) 휠 신품가 461,700"
(좌뒤) 휠 그린수가 50%청구
사이드스텝(외측)(좌)
사이드스텝패널(좌)(보수)
사이드 스텝몰딩(좌)
컴비네이션패널(좌)
뒤범퍼 레일 
"(좌)헤드램프 신품가 2,202,500"
(좌)헤드램프 그린수가 50%청구
"(좌)앞휠 신품가 879,600"
(좌)앞휠 그린수가50%청구
본네트 
유리막 시공
"(우)앞휠 신품가 1,220,400"
(우) 앞휠 그린수가 50% 청구
사이드스텝패널Assy(좌)
리어 휀다(좌)
리어 휀다(좌)교환
뒤범퍼 하단
앞범퍼 중고 그린수가 50%청구
"(좌) 앞휠 신품가 670,000"
(좌) 앞휠 그린수가 50% 청구
"앞범퍼 신품가 424,400"
앞범퍼 그린수가50% 청구
사이드스탭(외측)(우)
"(우) 뒤휠 신품가 1,031,600"
"리어휀다패널(내측,좌)판금"
"뒤휀다고정유리(접착식,우)"
"리어시트(3열,우)"
리어범퍼(좌)판금
리어범퍼(우)판금
리어범퍼(하단)판금
리어범퍼(상단)판금
우 뒤휠
우)앞 휠
좌)뒤 휠
트렁크리드
타이어(뒤좌)
"뒤휀다(좌)(신품,5Dr)"
신품가
타이어 청구예정 (브릿지스톤)신품
후론트 범퍼 레일
후론트범퍼 사이드브라켓(좌)
후론트범퍼 사이드브라켓(우)
라디에터 그릴
엑티브 에어 플랩
후론트 범퍼판금
앞휀다(좌)판금
수용성 추가청구 25%
타이어 교환예정
"앞범퍼 신품가 716,500"
"헤드램프 (우) 신품가 665,200"
헤드램프 (우) 그린수가50%청구
백도어(와이퍼모터부착형)
백도어댐퍼(좌)
백도어댐퍼(우)
트렁크바닥
리어크로스멤버
라디에타
"백도어(신품,5Dr)"
트렁크바닥(보수)
도어(앞우)
사이드 스텝몰딩
수용성 20%추가청구
후론트필러(좌)
후론트필러(좌)(보수)
사이드미러 (자동) (좌)
범퍼레일
앞휠하우스(좌)(보수)
"뒤휀다(좌,5도어,연료주입구"
뒤휠하우스(외측)(좌)
패널본드 리벳포함
실리콘 (헨켈)
뒤휠하우스(좌)(보수)
도어(앞좌)
"도어(뒤좌)(신품,5Dr)"
라디에터멤버
사이드 미러(우)
후론트 서스펜션Ass`y(우)
"휠(앞,우)"
후론트 필러 Ass'y(우)
후론트 휀다(우)교환
후론트 필러(우)판금
수용성 25%
후론트 패널 Ass'y(조립식)
수용성 25%추가정구
뒤휀다(우)그린수가 청구
"뒤휀다(뒤우)신품가803,286"
사이드 스텝몰딩(우)
휠(앞우)그린수가 청구
"휠(앞우)신품가 981,387"
"휠(뒤우)신품가 981,387"
"도어(우)(신품,3Dr)수용성"
"뒤휀다(우)(보수,3Dr)수용성"
사이드 스텝 몰딩(우)수용성
백패널(리어 패널)
백패널판금
리어 스포일러
안개등 크롬몰딩
배기매니홀드
"배기매니홀드 신품가 4,536,400"
배기매니홀드 그린수가 50% 청구
후론트휀다 가니쉬(우)
"사이드 스텝 (외측,우)"
리어범퍼 사이드브라켓(우)
"도어(뒤우)(보수,4Dr)"
뒤범퍼 그린수가 청구
"뒤범퍼 신품가 659,800"
휠(뒤좌)그린수가 청구
"휠(뒤좌)신품가600,500"
"도어(뒤좌)(보수,5Dr)수용성"
사이드 스텝몰딩(좌)수용성
후방 감지 센서
백패널 트림
트렁크리드판금
수용성25%추가청구
리어 휀다(좌)판금
본네트 그린수가 청구
"본네트 신품가755,700"
헤드램프(좌)그린수가 청구
"헤드램프(좌)신품가542,200"
헤드램프(우)그린수가 청구
"헤드램프(우)신품가542,000"
라디에타 냉각수 교환포함
휀다 몰딩(우)수용성
휀다 몰딩(좌)수용성
뒤범퍼(신품)수용성
백미러 커버
도어캐치 (앞우)
라디에이터 그릴
휀다 몰딩
범퍼하단(사제품)
후론트 범퍼(중단)판금
후론트 범퍼(하단)판금
실리콘 헨켈9100
슬라이딩 도어(우)교환
뒤범퍼 그린수가50%청구
"뒤범퍼 신품가 678,100"
"본네트 신품가 1,845,000"
휠(앞좌)그린수가 청구
"휠(앞좌)신품가1,543,000"
프론트 범퍼 커버
후론트도어(좌)
프론트 범퍼 커버교환
앞도어(좌)판금
앞휀다(우)(신품)
우) 뒤휠
좌 앞 휠
"뒤휀다(좌)(보수,4Dr)"
"뒤휀다(우)(보수,4Dr)"
"도어(뒤좌)(보수,4Dr)"
"뒤휀다(우)(보수,3Dr)"
사이드스텝패널(우)(보수)
사이드스텝몰딩(우)
후측방경보유닛(좌)
후측방경보유닛(우)
리어 휀다(우)(연료주입구측)
앞휀다(우)판금
앞도어(우)판금
사이드스텝몰딩(우)교환
뒤도어(우)판금
뒤휀다(우)판금
"경미-앞범퍼 평면 대-617,700(수정)"
휠(좌)그린수가 청구
"휠(좌1,719,780"
pdc.배선
레일
헤드램프(좌)(755.000)50%
헤드램프(우)(755.000)50%
PDC.배선
후드 록크
후드 케이블
후론트 패널 그룹
SSH(램프LR 우수작업시간)-KB
"SSH(램프LR 재료비,우수기술료)-KB"
앞패널판금
수용성도장 25%
"도어(앞우,수동문)(일체힌지(알루미늄)"
"도어(앞우,수동문)(일체힌지"
"도어(뒤우,자동문)(일체힌지(알루미늄)"
"경미-앞범퍼 곡면-883,630(수정)"
라디에터그릴(좌)
라디에터그릴(우)
라디에터그릴브라켓(좌)
라디에터그릴브라켓(우)
헤드램프(우) 2.074.490
앞휀다 금속형몰딩(우)
리어 도어 아웃사이드핸들(우)
리어 도어 트림(우)
"사이드스텝패널(외측,우)"
리어 범퍼 부분
트렁크룸내 트림(우)
사이드스텝패널(우)판금
휠가아드(앞우)
"도어(앞좌)(보수,5Dr)"
전방감지센서
앞범퍼교환
후드(후면)
앞휀더(좌)판금
앞휀더(우)판금
좌 뒤휠
"경미-앞범퍼 프레스-699,710(수정)"
앞범퍼(우레탄)
헤드램프패널(좌)
"앞휀다(우,보수)"
"경미-앞범퍼 곡면-855,000(수정)"
앞휀다(우)알루미늄
"도어(앞우,자동문)(일체힌지 (997.00)알루미늄"
"도어(뒤우,자동문)(일체힌지(997.000)알루미늄"
사이드스탭커버(우)
"경미-뒷범퍼 곡면-869,000(수정)"
pdc.배선.하단스포일러.머플러팁(좌우)
트렁크내장(좌)
트렁크내장(우)
트렁크내장(뒤)
사이드스텝커버(우)(보수)
"앞도어(우,자동)"
뒤도어(우)
사이드미러(우)
"센터필러ASS'Y,우)"
"사이드실패널(외측,우)"
사이드실커버(우)(앞뒤)
"경미-뒷범퍼 곡면-437,800(수정)"
뒤컴비네이션램프(좌)
뒤컴비네이션램프(우)
뒤휀더(쿼터로워패널)(우)
문짝유리(앞우)
문짝유리(뒤우)
휠수리(뒤우)컷팅휠
"앞도어(우,신품)"
"뒤도어(우,신품)"
"센터필러(우,보수)"
"사이드실패널(외측,우,보수)"
"뒤휀다(우,보수)"
"경미-뒷범퍼 프레스-847,000(수정)"
금탑렌트카
"경미-앞범퍼 곡면-836,000(수정)"
헤드램프(우)(2.356.400)
본네트(알루미늄)
라디에타 보조쿨러 및 브라캣
앞휀더(앞우)
"센터필러ASS'Y(#3,우)"
사이드스텝 몰딩
사이드스텝 패널
방청
"뒤도어(우,보수)"
"센터필러ASS'Y(#3,우,보수)"
앞범퍼코너(우)
가니쉬
"도어(앞우,자동문)알루미늄 2.148.300"
"도어(뒤우,자동문)알루미늄 1.661.000"
사이드필러(뒤우)
"뒤휀다(우,5도어형)"
가니쉬(뒤우)
앞범퍼(보수)코너(우)
앞휀다가니쉬(우)
백밀러커버
뒤휀다가니쉬(우)
휠(뒤우)하이퍼
사이드스텝커버(우)(신품)
"경미-앞범퍼 곡면-467,000(수정)"
"경미-뒷범퍼 곡면-467,000(수정)"
"도어(앞좌)(보수,4Dr)"
사이드스텝패널(좌)(보수)(투톤)
"뒤휀다(좌)(신품,4Dr)"
하단그릴(좌중앙우)
하단크롬(좌중앙우)
센서브라캣
머드가드(뒤좌)
머드가드(뒤우)
백패널(신품)
유리막
리플레트(좌우)
리어램프.하단가니쉬
후방 카메라
백패널(리어패널)
트렁크바닥패널
리어휀다 몰딩(우)
리어범퍼교환
백도어판금
백패널(리어패널)판금
트렁크바닥패널판금
교통비 농협 171308-52-108232
리플렉트(좌우).하단스포일러
백워닝 센서
뒤범퍼판금
후론트 필러(우)교환
"도어(뒤우)(신품,5Dr)"
후론트도어눈섭몰딩재사용(미탈착30%)
후론트도어가니쉬재사용(미탈착재사용30%)
"도어 아웃사이드 핸들(앞,좌)"
사이드 미러(좌)
"휠(앞,좌)"
휠 얼라인먼트(전자식)
"경미-앞범퍼 평면 소-90,200"
"경미-앞범퍼 평면 소-86,300"
후론트서스펜션Ass'y(좌)1/3
타이로드엔드(좌)
삼각고정유리(접착식)(좌)
후론트 필러 트림(좌)
전방센서 배선교환
리어휀다패널(우)
리어휀다가니쉬교환
쿼터패널(우)판금
리어 범퍼 부분판금
"경미-뒷범퍼 평면 소-248,700"
리어 휠 가아드(우)
리어 휠 가아드(좌)
패키지 트레이 트림
리어 시트
문짝사각유리(앞우)
문짝사각유리(뒤우)
뉴택
후론트 도어(우)교환
리어 도어(우)교환
"경미-앞범퍼 평면 소-84,500"
전방 감지센서(주차보조)
헤드램프 브라켓 교환
와셔탱크(앞)
AUTO CARE-엔진오일교환
후론트서스팬션Ass'y(우)
후론트 휠 가아드(좌)
휀다 브라켓(좌)
"사이드 미러(좌),커버및시그널교환"
후론트 서스펜션Ass`y(좌)
언더커버(엔진룸)
견인
후론트 휀다(좌)교환
후론트 휠 가아드(우)
후방감지센서
컴비네이션패널(우)
"리어휀다패널(내측,우)"
리어 필러 트림(좌)
트렁크룸내 트림(좌)
"경미-뒷범퍼 평면 소-120,000"
도장
스티프너
"헤드램프오버홀(발라스터,전구)"
후론트 휀다 몰딩(우)
휀다 브라켓(우)
후론트 휠 하우스Ass'y(우)
"와셔탱크(앞),워셔액호스교환"
타이로드엔드(우)
후론트휠가드(좌)
"사이드미러(전동식,좌)"
후론트필라하단교정
밧데리
휴즈박스 앗세이탈착
오토밋션오일 교환
프론트서스팬션ASS'Y(좌)
타이어(앞좌)
휠얼라인먼트(전자식)
후론트도어(좌)판금
"경미-앞범퍼 평면 소-118,000(수정)"
전방센서탈착
"경미-앞범퍼 평면 소-108,000"
"리어 휀다(우),교환공임+2H"
트렁크룸내 트림(우)1/2
트렁크룸내 트림(좌)1/2
"경미-뒷범퍼 평면 소-132,000"
백도어 가니쉬
백도어교환
후드교환
후론트 범퍼(중단)교환
후론트 범퍼(하단)교환
"경미-뒷범퍼 평면 소-89,800"
후론트 도어눈섭몰딩 재사용(50%)
후론트 도어 몰딩(좌)
범퍼가드
후론트휀다가니쉬 교환
보조범퍼탈착보수도장
후론트휀다(좌)판금
후론트 범퍼(상단)교환
"백도어(와이퍼 부착형),알루미늄"
백도어(와이퍼 부착형)
리어범퍼(센터)교환
백패널 부분판금
리어컴비네이션램프(우)
리어범퍼 사이드브라켓(좌)
"리어 휀다(좌)(연료주입구측),교환공임"
"경미-뒷범퍼 평면 소-131,000"
스티프너 앗세이
액티브 플랩 교환
후론트 범퍼 부분판금
사이드스텝몰딩(좌) 부분판금
백패널(리어 패널) 부분판금(언더코팅)
전면글라스몰딩(우)탈착
전방 감지센서
미러-아웃사이드 램프 교환
"경미-앞범퍼 평면 소-118,000"
후론트도어(우)
"사이드미러(전동식,우)"
앞도어가니쉬교환
리어도어(우)
리어도어가니쉬교환
러기지 사이드트림(우)
"경미-뒷범퍼 평면 소-88,600"
후론트도어(우)판금
리어도어(우)판금
뒤휀다(우) 판금
리어범퍼(우)교환
리어범퍼(하단) 판금 투톤
"도어 아웃사이드 핸들(뒤,좌)"
"도어밸트(눈썹)몰딩(뒤,좌)"
백도어 판금
"사이드 스텝 패널(외측,좌)"
문짝사각유리(앞좌)
사이드스텝패널(좌)판금
센터필러(좌)교환
후드 힌지(좌)
후드 힌지(우)
후론트 어퍼 패널(볼트)
후론트 로워패널(볼트식)
후론트 휠 하우스Ass'y(좌)
"도어밸트(눈썹)몰딩(앞,좌)"
슬라이딩 도어레일 커버(우)
에어컨 컨덴샤
에어컨 개스
라디에터(A/T)
라디에터 휀
레죠네이터
프론트필라 고정유리(좌)
알터네이터 배선수리(커넥터)
흡기매니홀드
엔진커버 교환
"후드흰지교환도장(좌,우)"
백도어(와이퍼 부착형)교환
슬라이딩도어레일커버(우)교환
라디에터그릴교환
트렁크리드교환
리어 도어 몰딩(좌)
리어범퍼(하단)교환
리어범퍼(상단)교환
"휠(뒤,우)"
리어범퍼(상단) 부분판금
"후론트 도어(우),도어내측판금 포함"
"사이드 미러(우,전동)"
"경미-뒷범퍼 평면 소-133,000"
"문짝사각유리(뒤,우)"
센터필러(우)판금
사이드 스텝(우)판금
컴비램프패널(좌)판금
"연료,브레이크파이프고정크립교환"
실내바닥 언더커버(좌)
하체 방열판교환
연료탱크
"엔진 마운틴 및 브라켓(뒤,중앙)"
리어드라이브샤프트탈착(4WD)
"경미-앞범퍼 평면 소-66,000"
후론트휀다(우)
후론트휠가드(우)
앞도어스텝탈착
중간승강구스텝탈착
센타필라부분도장
슬라이딩도어(우) 교환
"경미-뒷범퍼 평면 소-97,300"
사이드스텝 발판 탈착
"리어휀다패널(내측,좌)"
리어 필러 서브우퍼 교환
"안전밸트(2열,좌)"
"안전밸트(3열,좌)"
뒤휀다고정유리(좌)
"리어시트(2열,좌)"
리어시트(3열)
리어 서스펜션 Ass'y(좌)
"휠(뒤,좌)"
리어 휀다(좌) 교환
백도어부착 컴비램프(좌)
백도어부착 컴비램프(우)
후론트패널
앞배선
에어컨콘덴샤
에어컨개스(듀얼)
에어컨 휀
라디에터휀
오일쿨러(미션)
라디에터리저브탱크
에어클리너ASS'Y
인터쿨러
본네트교환
후론트 범퍼(하단) 부분판금
"사이드 미러(우,O/H)"
사이드스텝몰딩재사용
사이드 미러(우)판금
리어 휀다(우) 판금
후방 감지 센서 배선
메인컨트롤배선 수리
안개등배선수리(커넥터)
"언더커버(엔진룸,후론트)"
리어 필러 트림(우)
"리어시트(3열,좌)"
리어 범퍼 교환
리어도어(좌)
"사이드 스텝(발판,좌)"
리어컴비네이션램프(좌)
"안전벨트(3점식,뒤좌#1)"
리어 오디오 엠프
리어 우퍼
"문짝사각유리(뒤,좌)"
연료필러도어도장
뒤도어(좌) 교환 보카시
리어범퍼(좌)교환
앞판넬수리(라이트브라켓파손으로 때움)
"슬라이딩 도어레일(센터,우)"
슬라이딩도어스텝 탈착
"사이드스텝패널(외측,우)판금"
"경미-앞범퍼 평면 소-82,200"
후론트 도어 아웃사이드핸들(좌)
"사이드 미러(좌,전동)"
후론트 휀다(좌) 교환
컴비네이션 피니셔(우)
리어 에버포레이터
"안전밸트(4열,우)"
"안전밸트(3열,우)"
"옆창유리(우,슬라이딩도어,고정)"
"경미-앞범퍼 평면 소-63,000"
"경미-앞범퍼 평면 소-91,000(수정)"
"안전벨트(3점식,뒤좌#2)"
D 필라 익스텐션 패널(좌)
"뒤휀다고정유리(접착식,좌)"
D 필라 익스텐션 패널(좌)판금
리어범퍼(하단) 교환 투톤
전방 감지센서(SPAS)
리어 범퍼 레일
백패널(리어패널)부분교환
"컴비네이션패널(우),부분교환"
백도어 가니쉬교환
백패널(리어패널)교환
컴비네이션패널(우)교환
적재함 사이드패널 Ass'y(우)
적재함 사이드패널 Ass'y(우)판금
"경미-뒷범퍼 평면 소-169,400"
"컴비램프(백도어 부착,좌)"
빽도어는 지웠음
사이드스텝패널Assy(우)
"문짝사각유리(앞,우)"
사이드스텝패널Assy(우)판금
백도어 부분판금
"경미-뒷범퍼 평면 소-125,000"
리어범퍼판금
"경미-뒷범퍼 평면 소-77,000"
헤드램프(좌)서브교환
액티브전면에어덕트탈착
엑티브후드센서
엔진룸 커버(후론트)
배선수리(전방센서)
리어휀다 가니쉬(좌)
컴비네이션 피니셔(좌)
컴비네이션 피니셔(좌)교환
"경미-뒷범퍼 평면 소-63,000"
"문짝사각유리(앞,좌)"
사이드스텝패널Assy(좌)판금
리어 휀다(우)(교환대비70%)
사이드스텝패널Assy(우) 부분판금
프론트 범퍼 레일
스티프너(어퍼)
스티프너(로어)
"휀다 브라켓(용접식,좌)"
후론트휀다 가니쉬(좌)
에어컨개스
앞도어(좌)교환
앞휀다(우) 판금
사이드발판탈착
리어범퍼에어댐탈부착
리어 서스펜션 Ass'y(우)
스텝가니쉬재사용(부품50%)
사이드스텝몰딩(좌)판금
SSH(램프LL 우수작업시간)-현대
